"rules","support","confidence","coverage","lift","count"
"{loan=no,previous=[0,7],poutcome=success,emp.var.rate=[-3.4,-0.1)} => {y=yes}",0.0178207244828591,0.662454873646209,0.0269010391376129,5.88042916718536,734
"{loan=no,pdays=[0,999],poutcome=success,emp.var.rate=[-3.4,-0.1)} => {y=yes}",0.0178207244828591,0.662454873646209,0.0269010391376129,5.88042916718536,734
"{loan=no,poutcome=success,euribor3m=[0.634,4.02),nr.employed=[4.96e+03,5.19e+03)} => {y=yes}",0.0178207244828591,0.662454873646209,0.0269010391376129,5.88042916718536,734
"{loan=no,previous=[0,7],poutcome=success,nr.employed=[4.96e+03,5.19e+03)} => {y=yes}",0.0178207244828591,0.662454873646209,0.0269010391376129,5.88042916718536,734
"{loan=no,pdays=[0,999],poutcome=success,nr.employed=[4.96e+03,5.19e+03)} => {y=yes}",0.0178207244828591,0.662454873646209,0.0269010391376129,5.88042916718536,734
"{loan=no,previous=[0,7],poutcome=success,euribor3m=[0.634,4.02)} => {y=yes}",0.0178207244828591,0.662454873646209,0.0269010391376129,5.88042916718536,734
"{loan=no,pdays=[0,999],poutcome=success,euribor3m=[0.634,4.02)} => {y=yes}",0.0178207244828591,0.662454873646209,0.0269010391376129,5.88042916718536,734
"{loan=no,contact=cellular,poutcome=success,emp.var.rate=[-3.4,-0.1)} => {y=yes}",0.0164853840924541,0.661793372319688,0.0249101680101,5.87455720239296,679
"{loan=no,contact=cellular,poutcome=success,nr.employed=[4.96e+03,5.19e+03)} => {y=yes}",0.0164853840924541,0.661793372319688,0.0249101680101,5.87455720239296,679
"{loan=no,contact=cellular,poutcome=success,euribor3m=[0.634,4.02)} => {y=yes}",0.0164853840924541,0.661793372319688,0.0249101680101,5.87455720239296,679
"{marital=married,default=no,contact=cellular,poutcome=success} => {y=yes}",0.0101000291346994,0.661367249602544,0.015271438282995,5.87077462858396,416
"{default=no,contact=cellular,poutcome=success} => {y=yes}",0.0194716907837234,0.661170651277824,0.0294503253374769,5.86902947948944,802
"{default=no,contact=cellular,previous=[0,7],poutcome=success} => {y=yes}",0.0194716907837234,0.661170651277824,0.0294503253374769,5.86902947948944,802
"{default=no,contact=cellular,pdays=[0,999],poutcome=success} => {y=yes}",0.0194716907837234,0.661170651277824,0.0294503253374769,5.86902947948944,802
"{default=no,housing=yes,contact=cellular,poutcome=success} => {y=yes}",0.01097407011751,0.65985401459854,0.0166310575895892,5.85734205889756,452
"{default=no,poutcome=success} => {y=yes}",0.021025541419831,0.659056316590563,0.0319024958725842,5.85026111373537,866
"{default=no,previous=[0,7],poutcome=success} => {y=yes}",0.021025541419831,0.659056316590563,0.0319024958725842,5.85026111373537,866
"{default=no,pdays=[0,999],poutcome=success} => {y=yes}",0.021025541419831,0.659056316590563,0.0319024958725842,5.85026111373537,866
"{default=no,pdays=[0,999],previous=[0,7],poutcome=success} => {y=yes}",0.021025541419831,0.659056316590563,0.0319024958725842,5.85026111373537,866
"{marital=married,default=no,poutcome=success} => {y=yes}",0.0108769544527532,0.656891495601173,0.0165582208410217,5.83104459500455,448
"{marital=married,default=no,previous=[0,7],poutcome=success} => {y=yes}",0.0108769544527532,0.656891495601173,0.0165582208410217,5.83104459500455,448
"{marital=married,default=no,pdays=[0,999],poutcome=success} => {y=yes}",0.0108769544527532,0.656891495601173,0.0165582208410217,5.83104459500455,448
"{default=no,loan=no,poutcome=success} => {y=yes}",0.0173837039914538,0.656278643446379,0.0264882975623968,5.82560447548911,716
"{default=no,loan=no,previous=[0,7],poutcome=success} => {y=yes}",0.0173837039914538,0.656278643446379,0.0264882975623968,5.82560447548911,716
"{default=no,loan=no,pdays=[0,999],poutcome=success} => {y=yes}",0.0173837039914538,0.656278643446379,0.0264882975623968,5.82560447548911,716
"{default=no,loan=no,contact=cellular,poutcome=success} => {y=yes}",0.016072642517238,0.65609514370664,0.0244974264348839,5.82397559892006,662
"{default=no,housing=yes,poutcome=success} => {y=yes}",0.0115810430222395,0.653424657534247,0.0177236088181024,5.80027042985357,477
"{default=no,housing=yes,previous=[0,7],poutcome=success} => {y=yes}",0.0115810430222395,0.653424657534247,0.0177236088181024,5.80027042985357,477
"{default=no,housing=yes,pdays=[0,999],poutcome=success} => {y=yes}",0.0115810430222395,0.653424657534247,0.0177236088181024,5.80027042985357,477
"{contact=cellular,poutcome=success} => {y=yes}",0.0201029426046421,0.651968503937008,0.0308342235602603,5.78734455606842,828
"{contact=cellular,previous=[0,7],poutcome=success} => {y=yes}",0.0201029426046421,0.651968503937008,0.0308342235602603,5.78734455606842,828
